.03,8.00,0.21,1.57,8.53,-20.76,0
24451,-7.10,8.00,0.24,1.33,16.28,-20.15,0
24402,-6.70,7.90,0.38,1.45,-0.61,-22.46,0
24426,-7.03,8.00,0.21,1.57,8.53,-20.76,0
24451,-7.10,8.00,0.24,1.33,16.28,-20.15,0
Initialize MPU6050
* Clock Source: 1
* Accel Range:  0
* Accel Offset Registers: -1530 / -493 / 432
===== Calibration Complete =====
t_ms,ax,ay,az,gx,gy,gz,label
2440,-6.11,8.49,1.03,3.71,9.02,27.11,0
2464,-5.77,8.44,0.80,7.73,9.14,32.60,0
2489,-4.85,8.44,0.62,9.44,2.68,34.55,0
2514,-3.45,8.54,0.44,10.29,2.80,30.77,0
2538,-1.95,8.55,0.03,8.71,-10.80,18.45,0
2563,-0.15,8.37,-0.51,4.50,-25.92,-3.87,0
2587,0.70,7.89,-0.80,-0.87,-31.47,-31.86,0
2612,1.42,7.22,-0.62,-6.48,-29.21,-60.94,0
2638,1.97,6.68,-0.63,-10.38,-38.97,-94.35,0
2662,2.02,6.20,-0.41,-15.01,-35.55,-136.61,0
2687,1.31,4.97,-0.92,-22.09,-30.74,-179.48,0
2711,0.32,3.28,-0.95,-28.91,-8.30,-218.56,0
2737,-0.10,1.34,-0.91,-36.48,-23.17,-255.51,0
2761,-0.61,-0.82,-0.96,-47.51,-40.92,-293.68,0
2786,-1.35,-3.45,-1.12,-62.27,-42.20,-336.79,0
2811,-2.73,-6.75,-0.95,-82.51,-53.72,-373.68,0
2836,-3.74,-10.42,0.88,-103.06,-115.86,-406.79,0
2861,-8.40,-13.65,1.61,-132.88,-123.05,-434.05,0
2885,-16.08,-15.29,4.13,-149.95,-54.88,-408.19,0
2911,-20.60,-13.85,8.06,-138.24,-53.11,-329.29,0
2936,-20.60,-11.64,11.02,-113.24,-133.11,-198.50,0
2961,-20.60,-10.25,11.75,-69.46,-67.44,-55.21,0
2986,-20.60,-9.19,12.05,-18.24,120.30,47.35,0
3010,-20.60,-9.18,9.42,9.13,143.16,106.80,0
3036,-18.56,-7.35,7.62,29.62,91.21,142.59,0
3060,-17.25,-6.16,5.80,41.27,147.68,170.89,0
3085,-16.54,-5.61,3.95,40.29,192.49,202.84,0
3111,-15.50,-5.79,1.07,26.51,146.64,228.75,0
3135,-14.37,-5.38,0.68,11.51,115.73,247.17,0
3160,-12.85,-4.59,0.57,7.43,86.89,257.17,0
3185,-12.12,-3.80,-0.11,4.74,58.47,257.96,0
3210,-11.20,-2.94,-0.81,1.63,23.78,256.13,0
3235,-10.16,-1.72,-1.30,-3.12,9.26,251.80,0
3259,-9.67,-0.73,-1.48,-9.77,28.29,245.52,0
3284,-8.97,0.45,-1.60,-14.52,19.02,240.40,0
3309,-7.37,1.44,-1.39,-17.39,-0.31,234.00,0
3334,-6.57,2.81,-1.02,-19.40,5.36,217.84,0
3358,-6.26,3.61,-1.43,-21.35,29.75,203.81,0
3383,-5.25,4.11,-1.06,-25.74,12.80,194.42,0
3409,-4.49,5.36,-0.54,-23.55,-3.48,180.95,0
3433,-4.10,6.03,-0.25,-19.95,7.19,168.57,0
3458,-3.16,6.24,-0.32,-17.82,0.06,159.48,0
3482,-2.64,6.41,-0.40,-15.80,-10.25,149.61,0
3507,-1.95,6.79,-0.14,-12.27,-16.96,141.62,0
3533,-0.76,7.06,-0.09,-13.85,5.24,129.61,0
